video_id,comment_id,author,text,sentiment,score,publishedAt,translated,sentiment_model,emotion,sarcasm
IHNzOHi8sJs,Ugx0N_DzHb5yYNdsvJd4AaABAg,@VasifSüleymanov-b1e,Blacpink Lisa Rose Jennie Jisoo ❤❤❤🎉🎉🎉,neutral,0.0,2025-08-25T12:37:35Z,Blackpink Lisa Rose Jennie Jisoo . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgzhS8HZN1S26K_bt9x4AaABAg,@ElizabethLestari-n4x,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=136"">2:16</a>",neutral,0.0,2025-08-25T11:41:33Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=136"">2:16</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,UgzeIbk0AUJ3RD_mKZR4AaABAg,@JoanaJoyLorilla,Attendance check 08/25/25,neutral,0.0,2025-08-25T10:29:35Z,Attention check 08/25/25,neutral,joy,LABEL_1
IHNzOHi8sJs,UgzG2L--xONGqb55iLR4AaABAg,@MennaFathi-y4h,Coming back to this song even after 7 years is so refreshing..❤,neutral,0.0,2025-08-25T10:11:51Z,Coming back to this song even after 7 years is so refreshing..,positive,joy,LABEL_0
IHNzOHi8sJs,UgwT6z4fXU1gbwz0m4R4AaABAg,@balddudey321,DDU DU DDU DU<br>MAX VERSTAPPEN,neutral,0.0,2025-08-25T09:26:17Z,DEVICE PACKAGE LEAFLET,neutral,joy,LABEL_1
IHNzOHi8sJs,UgwuaRufLDxpDanvfKR4AaABAg,@Madsitadolly,Las amooooooo,neutral,0.0,2025-08-25T08:45:43Z,Las Amoooooo,positive,anger,LABEL_0
IHNzOHi8sJs,UgwXXRLEFMFdauEEnw94AaABAg,@AlmiraülküUslu,❤😊😊❤😂🎉,neutral,0.0,2025-08-25T08:08:13Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugza9SWYJoxJQ-ymZDR4AaABAg,@sevcankoksal7076,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=117"">1:57</a> hahaahahh",neutral,0.0,2025-08-25T07:40:24Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=117"">1:57</a> hahahahahh",neutral,joy,LABEL_0
IHNzOHi8sJs,UgxTCXS4wFxcUwi1dnx4AaABAg,@VishalJindal-o6n,2.3 billion black pink aura 999+,neutral,0.0,2025-08-25T05:02:44Z,2.3 billion black pink aura 999+,neutral,joy,LABEL_1
IHNzOHi8sJs,Ugw1I0I_274PnthxSdJ4AaABAg,@AbidGadkari-h3s,Is anyone watching this in 2025,neutral,0.0,2025-08-25T02:43:21Z,Is some watching this in 2025,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwjaP-B1BVLak-YZ-V4AaABAg,@jisooBLACKPINK-u1p,Jisoo looks so pretty 😍❤❤❤!,positive,0.6606,2025-08-25T02:40:46Z,Jesus looks so pretty . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxNFkxRKzE3c76Qon14AaABAg,@MirandaOsorio-m7r,BLACKPINK - 뚜두뚜두 (DDU-DU DDU-DU)<br><br>착한 얼굴에 그렇지 못한 태도<br>가녀린 몸매 속<br>가려진 volume은 두 배로<br>거침없이 직진<br>굳이 보진 않지 눈치<br>Black 하면 Pink<br>우린 예쁘장한 Savage<br>원할 땐 대놓고 뺏지<br>넌 뭘 해도 칼로 물 베기<br>두 손엔 가득한 fat check<br>궁금하면 해봐 fact check<br>눈 높인 꼭대기<br>물 만난 물고기<br>좀 독해 난 Toxic<br>You 혹해 I`m Foxy<br>두 번 생각해<br>흔한 남들처럼 착한 척은 못 하니까<br>착각하지 마<br>쉽게 웃어주는 건 날 위한 거야<br>아직은 잘 모르겠지<br>굳이 원하면 test me<br>넌 불 보듯이 뻔해<br>만만한 걸 원했다면<br>Oh wait til’ I do what I do<br>Hit you with that<br>ddu-du ddu-du du<br>Hit you with that<br>ddu-du ddu-du du<br>지금 내가 걸어가는 거린<br>BLACKPINK 4 way 사거리<br>동서남북 사방으로 run it<br>너네 버킷리스트<br>싹 다 I bought it<br>널 당기는 것도 멀리 밀치는 것도<br>제멋대로 하는 bad girl<br>좋건 싫어하건 누가 뭐라 하던<br>When the bass drop<br>it’s another banger<br>두 번 생각해<br>흔한 남들처럼 착한 척은 못 하니까<br>착각하지 마<br>쉽게 웃어주는 건 날 위한 거야<br>아직은 잘 모르겠지<br>굳이 원하면 test me<br>넌 불 보듯이 뻔해<br>만만한 걸 원했다면<br>Oh wait til’ I do what I do<br>Hit you with that ddu-du ddu-du du<br>Hit you with that ddu-du ddu-du du<br>What you gonna do<br>when I come come through<br>with that that uh uh huh<br>What you gonna do<br>when I come come through<br>with that that uh uh huh<br>뜨거워 뜨거워 뜨거워 like fire<br>뜨거워 뜨거워 뜨거워 like fire<br>뜨거워 뜨거워 뜨거워 like fire<br>뜨거워 뜨거워 뜨거워 like fire<br>Hit you with that ddu-du ddu-du du,positive,0.6705,2025-08-25T01:36:56Z,BLACKPINK - (DDU-DU DDU-DU) - (DDU) - (FR) - (FR) - (FR) - (DDU-DU DDU-DU-DU-DU) - - (GR) - (GR) - (GR) - (GR) - (GR) - (FR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (GR) - (s) - (s) - (s) - (s) - (s) - (s) - (s) - (sa. - (s) - (s) - (s) - (sa. - (s) - (s) - (s) - (s) - (s) - (s) - (s) - (s) - (sa. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugxlp-i0R8_XCZDDkgR4AaABAg,@RayanDaas-s2i,❤❤❤❤❤,neutral,0.0,2025-08-24T23:21:38Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgzfYybOF0a5rCP2w9N4AaABAg,@TrueNakaron,"League D concert, a copy from BTS. I don&#39;t have any relation with this band.",neutral,0.0,2025-08-24T20:44:47Z,"League D concert, a copy from BTS. I don&#39;t have any relationship with this band.",neutral,anger,LABEL_0
IHNzOHi8sJs,UgzQZM9FFT14mWs9UJh4AaABAg,@AgathaDeMattosNekel,❤❤❤❤❤❤❤❤❤❤,neutral,0.0,2025-08-24T20:22:41Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgwviJD1CTHuY4RjJAN4AaABAg,@SumayyahMiahx,Gosh I miss em,negative,-0.1531,2025-08-24T19:48:48Z,Gosh I miss me,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyDhbKSbV53eMwCcQJ4AaABAg,@anishkapaul5816,It&#39;s been 7 years already? Feels like yesterday when I first discovered them.,positive,0.3612,2025-08-24T19:38:25Z,It's been 7 years already? Feels like yesterday when I first discovered them.,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxHqIhITHi0pRCW2jp4AaABAg,@Angel_VEX,뚜두뚜두,neutral,0.0,2025-08-24T17:48:48Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugz2m0Vym4cabGUVTYp4AaABAg,@aylahabibatulmuizzah1166,ada yang dari indo kagak?,neutral,0.0,2025-08-24T17:30:44Z,Is there something from the tree that doesn't?,neutral,anger,LABEL_0
IHNzOHi8sJs,UgyxlB0bG84UpfL_1gJ4AaABAg,@TalYa55-pp4tr,Жа5т да шотск,neutral,0.0,2025-08-24T16:41:49Z,Play on a 5×5 board,neutral,fear,LABEL_0
IHNzOHi8sJs,UgxaP3vK-PYMJhttu2d4AaABAg,@SigmaClaudia-h5d,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=78"">1:18</a> Hit you with that DDU-DU-DDU-DU DU",neutral,0.0,2025-08-24T16:32:33Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=78"">1:18</a> Hit you with that DDU-DU-DU-DU DU DU",neutral,anger,LABEL_0
IHNzOHi8sJs,Ugw_RMnHzctq4g1FqFx4AaABAg,@SigmaClaudia-h5d,Alguien viendo desde España o soy la única?,neutral,0.0,2025-08-24T16:31:53Z,Did anyone come from Spain or am I the only one?,neutral,fear,LABEL_0
IHNzOHi8sJs,UgycsWn0eu8HWXmCI7h4AaABAg,@marzenam9626,Wow,positive,0.5859,2025-08-24T16:04:07Z,Wow,positive,surprise,LABEL_0
IHNzOHi8sJs,UgxV2RhOrb9pgdbzCH14AaABAg,@JulioAvitia-ud7lz,Julio Avitia ❤,neutral,0.0,2025-08-24T15:55:39Z,Julio Avitia . . . . . . .,neutral,anger,LABEL_0
IHNzOHi8sJs,UgxBg4r63xD4v8Lytt54AaABAg,@Pauksi-y1i,🤔🤔🤔🤔,neutral,0.0,2025-08-24T15:34:23Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyFpBrEcZq0wWffniJ4AaABAg,@mariotoriodumpitjr.2678,Very nice!,positive,0.5244,2025-08-24T15:34:07Z,Very nice!,positive,joy,LABEL_0
IHNzOHi8sJs,UgwEymOX_1A3hl8xmvR4AaABAg,@meenakumari4812,Even after 7 years this song remain in my head..... Love you blackpink ❤❤✨🌷🕶,positive,0.6369,2025-08-24T15:21:53Z,Even after 7 years this song remains in my head.. Love you blackpink . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxUg0Qf8cP1RnlCOw94AaABAg,@lisa-zng,"22억, 뭐 어때, YG는 이 소녀들을 자랑스러워해야 해. 걔네는 최고야. YG가 배출한 역대급 걸그룹이야. 블랙핑크보다 나은 사람은 없어.",neutral,0.0,2025-08-24T15:05:59Z,"I'm sorry, I'm sorry. I'm sorry.",negative,sadness,LABEL_0
IHNzOHi8sJs,UgzAFmhKuXmKY0qfUyx4AaABAg,@احمدالحلاق-ث9د,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral,0.0,2025-08-24T14:48:27Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugy-1DGqJttG7qRyytF4AaABAg,@احمدالحلاق-ث9د,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,neutral,0.0,2025-08-24T14:48:08Z,I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgykxGVDn-OcdWdvg3B4AaABAg,@sean.sunflower,Who is watching in 2025🎉🎉,neutral,0.0,2025-08-24T13:46:06Z,Who's watching in 2025?,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugxq4RA1Hm3-5ccE0b54AaABAg,@Jack-eu4gs,Define the kpop peak era!<br>The peak era:,neutral,0.0,2025-08-24T13:38:24Z,Define the kpop pie!<br>The peak was:,neutral,joy,LABEL_0
IHNzOHi8sJs,UgxcNWmJ04s-QzUS7ap4AaABAg,@MohammadhuseinQadari,Hi Lisa ❤❤,neutral,0.0,2025-08-24T12:08:10Z,Lisa . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwzrZyBfl-h4ftCo6d4AaABAg,@MohammadhuseinQadari,Hi Jennie ❤❤,neutral,0.0,2025-08-24T12:07:50Z,It's Jenny.,neutral,anger,LABEL_0
IHNzOHi8sJs,UgwZrj3sywn8_zjeeaF4AaABAg,@EypEfeBS,It&#39;s perfect ❤,positive,0.5719,2025-08-24T11:43:09Z,It's perfect.,positive,joy,LABEL_0
IHNzOHi8sJs,UgwzHKSx4PXAkD-LtQ14AaABAg,@BungaTryapriliyani,Blackpink 🩷🖤,neutral,0.0,2025-08-24T11:43:06Z,Blackpink,neutral,anger,LABEL_1
IHNzOHi8sJs,UgzyyqUmEVH9-mGtIa14AaABAg,@malikali0355naber,ur the cringest group ı ıver seen and of all time,neutral,0.0,2025-08-24T11:42:27Z,ur the circest group over view and of all time,negative,joy,LABEL_0
IHNzOHi8sJs,UgwDFEvHpt_sBzCdKo94AaABAg,@DuyTran-d9c9d,Dudududydu,neutral,0.0,2025-08-24T11:22:42Z,Identity,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugxo3blzK0wZvCecdx14AaABAg,@KaijugamingYT6,Baka baka baka baka,neutral,0.0,2025-08-24T10:09:12Z,It's like it's like it's...,neutral,anger,LABEL_0
IHNzOHi8sJs,UgyEge6OuNvopOVQDaR4AaABAg,@litsakitsikopoulou6568,I love black pink 🩷🖤🩷🖤🩷🖤🩷🖤,positive,0.6369,2025-08-24T09:46:03Z,I love black pink,positive,love,LABEL_0
IHNzOHi8sJs,UgwTbboTSqJXOHWiihB4AaABAg,@mitamaji5706,Anyone here today,neutral,0.0,2025-08-24T08:14:09Z,Not too shabby,negative,joy,LABEL_1
IHNzOHi8sJs,Ugzsly4TSUyfB5UmU3J4AaABAg,@現場用定期巡回Cruto,ブラックピンク好き,neutral,0.0,2025-08-24T06:04:23Z,I like Blackpink.,positive,joy,LABEL_0
IHNzOHi8sJs,UgwGtMiepnM3kR9UJxx4AaABAg,@IgiN-w8o,❤,neutral,0.0,2025-08-24T05:58:47Z,I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgwUkQf_iX5nTwwUsN94AaABAg,@DeyaputriPutri,Their voices haven&#39;t changed until now😃,neutral,0.0,2025-08-24T05:50:47Z,Their voices had & #39;t changed up to now,neutral,anger,LABEL_0
IHNzOHi8sJs,UgwFyzb4sNEffe8M0p54AaABAg,@onjapriscaramamonjisoahari6292,jadore  lisa mer rosé elle est nule,neutral,0.0,2025-08-24T05:45:56Z,ice-cream ice-cream ice-cream it's zero,neutral,anger,LABEL_1
IHNzOHi8sJs,UgziqhmL6Vfi3WiVsGB4AaABAg,@prabashidesilva,I read the. Papers,neutral,0.0,2025-08-24T05:33:19Z,I read the. Papers,neutral,anger,LABEL_0
IHNzOHi8sJs,UgwPB8Fi6xeo754PguV4AaABAg,@DennezBraithwaite-d8r,It you with the DDU DDU ❤❤❤❤❤😊😊😊😊😊😊😊I love it so much blackpink 😮😮😊😊😊❤❤❤❤,positive,0.6369,2025-08-24T05:26:38Z,It you with the DDU DDU I love it so much blackpink,positive,anger,LABEL_0
IHNzOHi8sJs,Ugw3odvc6VF9UKTu6XN4AaABAg,@brigitteanallanosflores2196,🇪🇨🇪🇨❤❤❤❤,neutral,0.0,2025-08-24T05:15:56Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgzBwmKeMfzHljRhJiN4AaABAg,@FirgiFebriana-wj6gy,"Hai lisa <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=208"">3:28</a>",neutral,0.0,2025-08-24T04:54:33Z,"See also <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=208"">3:28</a>",neutral,joy,LABEL_0
IHNzOHi8sJs,UgzYpuqvurK4M-W_C294AaABAg,@StaceyMcGrew-c8y,Respect.,positive,0.4767,2025-08-24T03:56:45Z,Respect.,positive,joy,LABEL_0
IHNzOHi8sJs,UgyLsdLd96YBLV8u6Zt4AaABAg,@GontwRiya,My attention span actually survived this one.,positive,0.5106,2025-08-24T03:36:00Z,My attention span actually survived this one.,positive,joy,LABEL_0
IHNzOHi8sJs,UgyKowcJ0BZVuPykRsV4AaABAg,@nathanmaulanawijaya9947,❤❤❤❤❤❤❤,neutral,0.0,2025-08-24T02:53:40Z,I'm sorry. I'm sorry. I'm sorry.,negative,sadness,LABEL_0
IHNzOHi8sJs,UgyA7roxfzxHBx88g194AaABAg,@दामोदरपान्डेदामोदरपान्डे,Hi sisters Oooooooooo,neutral,0.0,2025-08-24T02:45:42Z,Sisters Ooooooooo,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugw-7TaIWrRjn4Tw0sN4AaABAg,@Abij-h1n,Who else is watching this in [year]?,neutral,0.0,2025-08-24T02:28:23Z,Who else is watching this in [year]?,neutral,anger,LABEL_0
IHNzOHi8sJs,Ugy6BPcGosjtNzXfFHt4AaABAg,@NengAnggun-t3t,lisa,neutral,0.0,2025-08-24T01:55:42Z,Annex,neutral,anger,LABEL_1
IHNzOHi8sJs,Ugy69ZivHOmTvxiv_dB4AaABAg,@NengAnggun-t3t,hananda ngaberebed,neutral,0.0,2025-08-24T00:50:17Z,_Other Organiser,neutral,joy,LABEL_1
IHNzOHi8sJs,UgzRaYktU0sYlO4_l4Z4AaABAg,@edwinzamoraa.4737,Te faltó jump y una más,neutral,0.0,2025-08-24T00:27:39Z,You missed jump and one more,negative,sadness,LABEL_0
IHNzOHi8sJs,Ugy-HveOqjHAjxTnmy94AaABAg,@YvonneMuller-d5y,Amazing work!,positive,0.6239,2025-08-23T22:52:42Z,Amazing work!,positive,surprise,LABEL_0
IHNzOHi8sJs,Ugxm7W1mdatGMU-3M2Z4AaABAg,@Glumander,"Lol, <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=98"">1:38</a> T34/85 with bling bling, the next level is king tiger.",positive,0.4215,2025-08-23T22:18:43Z,"Lol, <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=98"">1:38</a> T34/85 with bling bling, the next level is king tiger.",neutral,joy,LABEL_0
IHNzOHi8sJs,UgywftSOXvoa3xKI5Th4AaABAg,@ninan147,Stream this song the max so our queens have the best results ❤❤❤❤❤❤❤❤,positive,0.6369,2025-08-23T21:07:00Z,Stream this song the max so our queens have the best results,positive,joy,LABEL_0
IHNzOHi8sJs,Ugy_g6uNP3sQktcLafB4AaABAg,@KristellMata,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=118"">1:58</a> a <a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=123"">2:03</a> mi parte favorita en español",neutral,0.0,2025-08-23T20:52:08Z,"<a href=""https://www.youtube.com/watch?v=IHNzOHi8sJs&amp;t=118"">1:58</a> a <a href=""https://www.youtube.com/watch?v=IHzHi8sJs&amp;t=123"">2:03</a> my favorite part in Spanish",neutral,joy,LABEL_0
IHNzOHi8sJs,UgwdTTPJk8MXeP3cAKd4AaABAg,@ninan147,2.3 billion !!!!! BLACKPINK IS THE BEST GROUP IN THE WORLD !!!! ❤❤❤❤,positive,0.7964,2025-08-23T20:51:21Z,2.3 billion!!!!!! BLACKPINK IS THE BEST GROUP IN THE WORLD!!!!!!!!!!!!! BLACKPINK IS THE BEST GROUP IN THE WORLD!!!!!!!!!!!!!!!!!!! BLACKPINK IS THE BEST GROUP IN THE WORLD!!!!!!!!!!!!!!!,positive,joy,LABEL_0
IHNzOHi8sJs,UgwQxyQAj7LI9YpTaDF4AaABAg,@Aa69755,هفتقىقكي🧐,neutral,0.0,2025-08-23T19:43:33Z,Seven seconds.,neutral,anger,LABEL_0
IHNzOHi8sJs,UgxOHbOMr-drtFi2Fx14AaABAg,@not_aadiii69,Max Verstappen 🔥🔥🔥🔥🔥🔥,neutral,0.0,2025-08-23T19:26:16Z,Max Hide,neutral,anger,LABEL_1
IHNzOHi8sJs,UgwJZukU6mT7_0JuJzV4AaABAg,@K-Elfs,I love you blackpink <br>I love you lisaaaaa❤❤❤<br>I love you Rose❤<br>I love you Jisoo❤<br>I love you Jennie ❤<br>I love you BLACKPİNK ❤❤❤❤,positive,0.9803,2025-08-23T19:18:32Z,I love you blackpink <br>I love you plusaa>I love you Rose <br>I love you Jisoo>I love you Jenny <br>I love you BLACKPINK,positive,love,LABEL_0
IHNzOHi8sJs,UgzT_F73YSvJ2HsdLtt4AaABAg,@Ana_1406,this day is my birthday,neutral,0.0,2025-08-23T18:19:59Z,This day is my birthday,positive,joy,LABEL_0
IHNzOHi8sJs,UgxIDjsU1pWW4--DaOZ4AaABAg,@joycedarline7491,이 노래 너무 좋아요 ❤️,neutral,0.0,2025-08-23T17:14:28Z,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,neutral,joy,LABEL_0
IHNzOHi8sJs,UgwcumCaTETCNnQdjY14AaABAg,@shlokmukundrao4215,MAX VERSTAPPENNNNN 🎉🎉,neutral,0.0,2025-08-23T16:23:56Z,MAX PROTECTION OF THE MAX,positive,joy,LABEL_0
IHNzOHi8sJs,Ugwmpuc6qNFNEfuzeJt4AaABAg,@RobertBruzy,Maunfactured crap!,negative,-0.4389,2025-08-23T16:18:15Z,Maunfactoried crack!,positive,anger,LABEL_0
IHNzOHi8sJs,UgyXs1NTLjf0JLYlmtt4AaABAg,@LovelyDaffodils-kn1qg,I love you ROSR❤,positive,0.6369,2025-08-23T15:58:05Z,I love you ROSR,positive,love,LABEL_0
IHNzOHi8sJs,UgwW2TdFNmYOLwH9y8p4AaABAg,@JsAlexa-y9k,My eyes are blessed.,positive,0.5994,2025-08-23T15:29:12Z,My eyes are blessed.,positive,love,LABEL_0
IHNzOHi8sJs,UgzfGqE_Nq56eJ1_dd54AaABAg,@guvuqvsws,Omg I fully remember why i love blackpink,positive,0.6666,2025-08-23T15:22:17Z,Omg I fully remember why I love blackpink,positive,joy,LABEL_1
IHNzOHi8sJs,UgzAwJ000bf0NHPJauB4AaABAg,@MaritinaSapoutzi,Hello blacking ❤❤❤❤❤❤❤❤❤❤❤🦋🦋🦋🦋🦋🦋🦋🦋💖💖💖💖💖💖,neutral,0.0,2025-08-23T15:04:23Z,Hello blacking,neutral,joy,LABEL_0
IHNzOHi8sJs,Ugzs8qgbjy68QI6Vr1N4AaABAg,@MaritinaSapoutzi,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉 I love you full blacping and Lisa and oll for you ❤️💕💖💖💖💕💕💖💖💖💖 💖💖💖💖💖💖💖💖💖💖💖💖💖💖,positive,0.6369,2025-08-23T15:01:46Z,I love you full blacking and Lisa and all for you,positive,joy,LABEL_0
IHNzOHi8sJs,UgxhG1ayGLB1IjIK4OF4AaABAg,@lameiàkterlameiàkter,Nice Blackpink ❤❤❤❤,positive,0.4215,2025-08-23T14:37:29Z,Nice Blackpink.,positive,joy,LABEL_0
IHNzOHi8sJs,Ugxd0D9o8ECTc02AUdN4AaABAg,@coratanhanyin5000,"Hi Blackpink! I just want to thank you for bringing me back to my childhood memories. I&#39;m 10 years old now and I miss this song. I feel that songs back then were so much better and nostalgic. I am in my school cheerleading club and I have been trying to do my own choreography. You&#39;ve inspired me so much, thank you!",positive,0.9163,2025-08-23T13:47:09Z,"I just want to thank you for bringing me back to my childhood memories. I&#39;m 10 years old now and I miss this song. I feel that songs back then were so much better and nostalgic. I am in my school cheerleading club and I have been trying to do my own choreography. You&#39;ve inspired me so much, thank you!",positive,love,LABEL_0
